Compound ID (CID),MedDRA Concept ID,Frequency (%),Normalized Frequency,Term Level,Indication/Condition Name,Term ID,Term Name,ATC Code,Compound Name
CID100002771,C0233494,infrequent,0.01,PT,Tension,10043268,Tension,N06AB04,citalopram
CID100002771,C0233494,infrequent,0.01,PT,Tension,10043268,Tension,N06AB10,citalopram
CID100002771,C0344315,infrequent,0.01,PT,Depressed mood,10012374,Depressed mood,N06AB04,citalopram
CID100002771,C0344315,infrequent,0.01,PT,Depressed mood,10012374,Depressed mood,N06AB10,citalopram
CID100002771,C0917799,infrequent,0.01,PT,Hypersomnia,10020765,Hypersomnia,N06AB04,citalopram
CID100002771,C0917799,infrequent,0.01,PT,Hypersomnia,10020765,Hypersomnia,N06AB10,citalopram
CID100002786,C0042998,4.4%,0.044,PT,Vulvovaginitis,10047794,Vulvovaginitis,D10AF01,clindamycin
CID100002786,C0042998,4.4%,0.044,PT,Vulvovaginitis,10047794,Vulvovaginitis,G01AA10,clindamycin
CID100002786,C0042998,4.4%,0.044,PT,Vulvovaginitis,10047794,Vulvovaginitis,J01FF01,clindamycin
CID100002786,C0042998,6%,0.06,PT,Vulvovaginitis,10047794,Vulvovaginitis,D10AF01,clindamycin
CID100002786,C0042998,6%,0.06,PT,Vulvovaginitis,10047794,Vulvovaginitis,G01AA10,clindamycin
CID100002786,C0042998,6%,0.06,PT,Vulvovaginitis,10047794,Vulvovaginitis,J01FF01,clindamycin
CID100002786,C0151594,postmarketing,0.001,PT,Diarrhoea haemorrhagic,10012741,Diarrhoea haemorrhagic,D10AF01,clindamycin
CID100002786,C0151594,postmarketing,0.001,PT,Diarrhoea haemorrhagic,10012741,Diarrhoea haemorrhagic,G01AA10,clindamycin
CID100002786,C0151594,postmarketing,0.001,PT,Diarrhoea haemorrhagic,10012741,Diarrhoea haemorrhagic,J01FF01,clindamycin
CID100002786,C0702166,100%,1.0,PT,Acne,10000496,Acne,D10AF01,clindamycin
CID100002786,C0702166,100%,1.0,PT,Acne,10000496,Acne,G01AA10,clindamycin
CID100002786,C0702166,100%,1.0,PT,Acne,10000496,Acne,J01FF01,clindamycin
CID100002786,C0702166,34%,0.34,PT,Acne,10000496,Acne,D10AF01,clindamycin
CID100002786,C0702166,34%,0.34,PT,Acne,10000496,Acne,G01AA10,clindamycin
CID100002786,C0702166,34%,0.34,PT,Acne,10000496,Acne,J01FF01,clindamycin
CID100002786,C0702166,38%,0.38,PT,Acne,10000496,Acne,D10AF01,clindamycin
CID100002786,C0702166,38%,0.38,PT,Acne,10000496,Acne,G01AA10,clindamycin
CID100002786,C0702166,38%,0.38,PT,Acne,10000496,Acne,J01FF01,clindamycin
CID100002786,C0702166,87%,0.87,PT,Acne,10000496,Acne,D10AF01,clindamycin
CID100002786,C0702166,87%,0.87,PT,Acne,10000496,Acne,G01AA10,clindamycin
CID100002786,C0702166,87%,0.87,PT,Acne,10000496,Acne,J01FF01,clindamycin
CID100002786,C0702166,95%,0.95,PT,Acne,10000496,Acne,D10AF01,clindamycin
CID100002786,C0702166,95%,0.95,PT,Acne,10000496,Acne,G01AA10,clindamycin
CID100002786,C0702166,95%,0.95,PT,Acne,10000496,Acne,J01FF01,clindamycin
CID100002789,C0003467,postmarketing,0.001,PT,Anxiety,10002855,Anxiety,N05BA09,clobazam
CID100002792,C0033774,very rare,0.0001,PT,Pruritus,10037087,Pruritus,D07AB01,clobetasone
CID100002792,C0033774,very rare,0.0001,PT,Pruritus,10037087,Pruritus,S01BA09,clobetasone
CID100002800,C0014175,postmarketing,0.001,PT,Endometriosis,10014778,Endometriosis,G03GB02,clomiphene
CID100002800,C0392039,postmarketing,0.001,PT,Ovarian enlargement,10033157,Ovarian enlargement,G03GB02,clomiphene
CID100002802,C0012833,1%,0.01,PT,Dizziness,10013573,Dizziness,N03AE01,clonazepam
CID100002802,C0012833,8%,0.08,PT,Dizziness,10013573,Dizziness,N03AE01,clonazepam
CID100002802,C0012833,4%,0.04,PT,Dizziness,10013573,Dizziness,N03AE01,clonazepam
CID100002806,C0027947,postmarketing,0.001,PT,Neutropenia,10029354,Neutropenia,B01AC04,clopidogrel
CID100002806,C0027947,uncommon,0.01,PT,Neutropenia,10029354,Neutropenia,B01AC04,clopidogrel
CID100002806,C0027947,very rare,0.0001,PT,Neutropenia,10029354,Neutropenia,B01AC04,clopidogrel
CID100002806,C0268732,postmarketing,0.001,PT,Nephritic syndrome,10065673,Nephritic syndrome,B01AC04,clopidogrel
CID100002818,C0018681,10%,0.1,PT,Headache,10019211,Headache,N05AH02,clozapine
CID100002818,C0018681,7%,0.07,PT,Headache,10019211,Headache,N05AH02,clozapine
CID100002818,C0023530,3%,0.03,PT,Leukopenia,10024384,Leukopenia,N05AH02,clozapine
CID100002818,C0027066,1%,0.01,PT,Myoclonus,10028622,Myoclonus,N05AH02,clozapine
CID100002818,C0027066,postmarketing,0.001,PT,Myoclonus,10028622,Myoclonus,N05AH02,clozapine
CID100002818,C0027497,10%,0.1,PT,Nausea,10028813,Nausea,N05AH02,clozapine
CID100002818,C0027497,12%,0.12,PT,Nausea,10028813,Nausea,N05AH02,clozapine
CID100002818,C0027497,17%,0.17,PT,Nausea,10028813,Nausea,N05AH02,clozapine
CID100002818,C0027497,3%,0.03,PT,Nausea,10028813,Nausea,N05AH02,clozapine
CID100002818,C0027497,5%,0.05,PT,Nausea,10028813,Nausea,N05AH02,clozapine
CID100002818,C0027947,3%,0.03,PT,Neutropenia,10029354,Neutropenia,N05AH02,clozapine
CID100002818,C0042963,10%,0.1,PT,Vomiting,10047700,Vomiting,N05AH02,clozapine
CID100002818,C0042963,12%,0.12,PT,Vomiting,10047700,Vomiting,N05AH02,clozapine
CID100002818,C0042963,17%,0.17,PT,Vomiting,10047700,Vomiting,N05AH02,clozapine
CID100002818,C0042963,3%,0.03,PT,Vomiting,10047700,Vomiting,N05AH02,clozapine
CID100002818,C0042963,9%,0.09,PT,Vomiting,10047700,Vomiting,N05AH02,clozapine
CID100002833,C0018099,0%,0.0,PT,Gout,10018627,Gout,M04AC01,colchicine
CID100002833,C0018099,4.05%,0.0405405,PT,Gout,10018627,Gout,M04AC01,colchicine
CID100002833,C0018099,1.69%,0.0169492,PT,Gout,10018627,Gout,M04AC01,colchicine
CID100002881,C0027497,0.3%,0.003,PT,Nausea,10028813,Nausea,A07EB01,sodium
CID100002881,C0027497,0.3%,0.003,PT,Nausea,10028813,Nausea,D11AH03,sodium
CID100002881,C0027497,0.3%,0.003,PT,Nausea,10028813,Nausea,R01AC01,sodium
CID100002881,C0027497,0.3%,0.003,PT,Nausea,10028813,Nausea,R03BC01,sodium
CID100002881,C0027497,0.3%,0.003,PT,Nausea,10028813,Nausea,S01GX01,sodium
CID100002881,C0027497,1.6%,0.016,PT,Nausea,10028813,Nausea,A07EB01,sodium
CID100002881,C0027497,1.6%,0.016,PT,Nausea,10028813,Nausea,D11AH03,sodium
CID100002881,C0027497,1.6%,0.016,PT,Nausea,10028813,Nausea,R01AC01,sodium
CID100002881,C0027497,1.6%,0.016,PT,Nausea,10028813,Nausea,R03BC01,sodium
CID100002881,C0027497,1.6%,0.016,PT,Nausea,10028813,Nausea,S01GX01,sodium
CID100002907,C0024299,postmarketing,0.001,PT,Lymphoma,10025310,Lymphoma,L01AA01,cyclophosphamide
CID100002907,C1261473,postmarketing,0.001,PT,Sarcoma,10039491,Sarcoma,L01AA01,cyclophosphamide
CID100002907,C1261473,postmarketing,0.001,PT,Sarcoma,10073145,Soft tissue cancer,L01AA01,cyclophosphamide
CID100002909,C0033860,postmarketing,0.001,PT,Psoriasis,10037153,Psoriasis,L04AD01,v
CID100002909,C0033860,postmarketing,0.001,PT,Psoriasis,10037153,Psoriasis,S01XA18,v
CID100002951,C0039231,0%,0.0,PT,Tachycardia,10043071,Tachycardia,M03CA01,dantrolene
CID100002951,C0039231,0%,0.0,PT,Tachycardia,10019303,Heart rate increased,M03CA01,dantrolene
CID100002951,C0039231,3.33%,0.0333333,PT,Tachycardia,10043071,Tachycardia,M03CA01,dantrolene
CID100002951,C0039231,3.33%,0.0333333,PT,Tachycardia,10019303,Heart rate increased,M03CA01,dantrolene
CID100002973,C0036974,rare,0.001,PT,Shock,10040560,Shock,V03AC01,deferoxamine
CID100002973,C0036974,rare,0.001,PT,Shock,10009192,Circulatory collapse,V03AC01,deferoxamine
CID100002973,C0036974,rare,0.001,PT,Shock,10034567,Peripheral circulatory failure,V03AC01,deferoxamine
CID100002973,C0036974,very rare,0.0001,PT,Shock,10040560,Shock,V03AC01,deferoxamine
CID100002973,C0036974,very rare,0.0001,PT,Shock,10009192,Circulatory collapse,V03AC01,deferoxamine
CID100002973,C0036974,very rare,0.0001,PT,Shock,10034567,Peripheral circulatory failure,V03AC01,deferoxamine
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,A01AC02,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,A07EA04,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,C05AA05,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,C05AA09,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,D07AB19,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,D07AC01,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,D07XB05,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,D07XC01,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,D10AA03,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,H02AB01,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,H02AB02,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,R01AD03,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,R01AD06,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,R03BA04,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,S01BA01,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,S01BA06,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,S01CB01,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,S01CB04,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,S02BA06,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,S02BA07,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,S03BA01,dexamethasone
CID100003003,C0022568,0.915%,0.00914634,PT,Keratitis,10023332,Keratitis,S03BA03,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,A01AC02,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,A07EA04,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,C05AA05,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,C05AA09,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,D07AB19,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,D07AC01,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,D07XB05,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,D07XC01,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,D10AA03,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,H02AB01,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,H02AB02,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,R01AD03,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,R01AD06,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,R03BA04,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,S01BA01,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,S01BA06,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,S01CB01,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,S01CB04,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,S02BA06,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,S02BA07,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,S03BA01,dexamethasone
CID100003003,C0022568,1.85%,0.0185185,PT,Keratitis,10023332,Keratitis,S03BA03,dexamethasone
CID100003032,C0020649,rare,0.001,PT,Hypotension,10021097,Hypotension,D11AX18,diclofenac
CID100003032,C0020649,rare,0.001,PT,Hypotension,10021097,Hypotension,M01AB05,diclofenac
CID100003032,C0020649,rare,0.001,PT,Hypotension,10021097,Hypotension,M02AA15,diclofenac
CID100003032,C0020649,rare,0.001,PT,Hypotension,10021097,Hypotension,S01BC03,diclofenac
CID100003032,C0020649,rare,0.001,PT,Hypotension,10005734,Blood pressure decreased,D11AX18,diclofenac
CID100003032,C0020649,rare,0.001,PT,Hypotension,10005734,Blood pressure decreased,M01AB05,diclofenac
CID100003032,C0020649,rare,0.001,PT,Hypotension,10005734,Blood pressure decreased,M02AA15,diclofenac
CID100003032,C0020649,rare,0.001,PT,Hypotension,10005734,Blood pressure decreased,S01BC03,diclofenac
CID100003032,C0030193,0%,0.0,PT,Pain,10033371,Pain,D11AX18,diclofenac
CID100003032,C0030193,0%,0.0,PT,Pain,10033371,Pain,M01AB05,diclofenac
CID100003032,C0030193,0%,0.0,PT,Pain,10033371,Pain,M02AA15,diclofenac
CID100003032,C0030193,0%,0.0,PT,Pain,10033371,Pain,S01BC03,diclofenac
CID100003032,C0030193,1%,0.01,PT,Pain,10033371,Pain,D11AX18,diclofenac
CID100003032,C0030193,1%,0.01,PT,Pain,10033371,Pain,M01AB05,diclofenac
CID100003032,C0030193,1%,0.01,PT,Pain,10033371,Pain,M02AA15,diclofenac
CID100003032,C0030193,1%,0.01,PT,Pain,10033371,Pain,S01BC03,diclofenac
CID100003032,C0030193,15%,0.15,PT,Pain,10033371,Pain,D11AX18,diclofenac
CID100003032,C0030193,15%,0.15,PT,Pain,10033371,Pain,M01AB05,diclofenac
CID100003032,C0030193,15%,0.15,PT,Pain,10033371,Pain,M02AA15,diclofenac
CID100003032,C0030193,15%,0.15,PT,Pain,10033371,Pain,S01BC03,diclofenac
CID100003032,C0030193,17.3%,0.1731,PT,Pain,10033371,Pain,D11AX18,diclofenac
CID100003032,C0030193,17.3%,0.1731,PT,Pain,10033371,Pain,M01AB05,diclofenac
CID100003032,C0030193,17.3%,0.1731,PT,Pain,10033371,Pain,M02AA15,diclofenac
CID100003032,C0030193,17.3%,0.1731,PT,Pain,10033371,Pain,S01BC03,diclofenac
CID100003032,C0030193,2%,0.02,PT,Pain,10033371,Pain,D11AX18,diclofenac
CID100003032,C0030193,2%,0.02,PT,Pain,10033371,Pain,M01AB05,diclofenac
CID100003032,C0030193,2%,0.02,PT,Pain,10033371,Pain,M02AA15,diclofenac
CID100003032,C0030193,2%,0.02,PT,Pain,10033371,Pain,S01BC03,diclofenac
CID100003032,C0030193,22%,0.22,PT,Pain,10033371,Pain,D11AX18,diclofenac
CID100003032,C0030193,22%,0.22,PT,Pain,10033371,Pain,M01AB05,diclofenac
CID100003032,C0030193,22%,0.22,PT,Pain,10033371,Pain,M02AA15,diclofenac
CID100003032,C0030193,22%,0.22,PT,Pain,10033371,Pain,S01BC03,diclofenac
CID100003032,C0030193,26%,0.26,PT,Pain,10033371,Pain,D11AX18,diclofenac
CID100003032,C0030193,26%,0.26,PT,Pain,10033371,Pain,M01AB05,diclofenac
CID100003032,C0030193,26%,0.26,PT,Pain,10033371,Pain,M02AA15,diclofenac
CID100003032,C0030193,26%,0.26,PT,Pain,10033371,Pain,S01BC03,diclofenac
CID100003032,C0030193,30%,0.3,PT,Pain,10033371,Pain,D11AX18,diclofenac
CID100003032,C0030193,30%,0.3,PT,Pain,10033371,Pain,M01AB05,diclofenac
CID100003032,C0030193,30%,0.3,PT,Pain,10033371,Pain,M02AA15,diclofenac
CID100003032,C0030193,30%,0.3,PT,Pain,10033371,Pain,S01BC03,diclofenac
CID100003032,C0030193,6.05%,0.0605,PT,Pain,10033371,Pain,D11AX18,diclofenac
CID100003032,C0030193,6.05%,0.0605,PT,Pain,10033371,Pain,M01AB05,diclofenac
CID100003032,C0030193,6.05%,0.0605,PT,Pain,10033371,Pain,M02AA15,diclofenac
CID100003032,C0030193,6.05%,0.0605,PT,Pain,10033371,Pain,S01BC03,diclofenac
CID100003032,C0030193,6.33%,0.0633,PT,Pain,10033371,Pain,D11AX18,diclofenac
CID100003032,C0030193,6.33%,0.0633,PT,Pain,10033371,Pain,M01AB05,diclofenac
CID100003032,C0030193,6.33%,0.0633,PT,Pain,10033371,Pain,M02AA15,diclofenac
CID100003032,C0030193,6.33%,0.0633,PT,Pain,10033371,Pain,S01BC03,diclofenac
CID100003032,C0030193,postmarketing,0.001,PT,Pain,10033371,Pain,D11AX18,diclofenac
CID100003032,C0030193,postmarketing,0.001,PT,Pain,10033371,Pain,M01AB05,diclofenac
CID100003032,C0030193,postmarketing,0.001,PT,Pain,10033371,Pain,M02AA15,diclofenac
CID100003032,C0030193,postmarketing,0.001,PT,Pain,10033371,Pain,S01BC03,diclofenac
CID100003032,C0030193,10.9%,0.1086,PT,Pain,10033371,Pain,D11AX18,diclofenac
CID100003032,C0030193,10.9%,0.1086,PT,Pain,10033371,Pain,M01AB05,diclofenac
CID100003032,C0030193,10.9%,0.1086,PT,Pain,10033371,Pain,M02AA15,diclofenac
CID100003032,C0030193,10.9%,0.1086,PT,Pain,10033371,Pain,S01BC03,diclofenac
CID100003032,C0038999,postmarketing,0.001,PT,Swelling,10042674,Swelling,D11AX18,diclofenac
CID100003032,C0038999,postmarketing,0.001,PT,Swelling,10042674,Swelling,M01AB05,diclofenac
CID100003032,C0038999,postmarketing,0.001,PT,Swelling,10042674,Swelling,M02AA15,diclofenac
CID100003032,C0038999,postmarketing,0.001,PT,Swelling,10042674,Swelling,S01BC03,diclofenac
CID100003032,C0042963,3%,0.03,PT,Vomiting,10047700,Vomiting,D11AX18,diclofenac
CID100003032,C0042963,3%,0.03,PT,Vomiting,10047700,Vomiting,M01AB05,diclofenac
CID100003032,C0042963,3%,0.03,PT,Vomiting,10047700,Vomiting,M02AA15,diclofenac
CID100003032,C0042963,3%,0.03,PT,Vomiting,10047700,Vomiting,S01BC03,diclofenac
CID100003032,C0042963,9%,0.09,PT,Vomiting,10047700,Vomiting,D11AX18,diclofenac
CID100003032,C0042963,9%,0.09,PT,Vomiting,10047700,Vomiting,M01AB05,diclofenac
CID100003032,C0042963,9%,0.09,PT,Vomiting,10047700,Vomiting,M02AA15,diclofenac
CID100003032,C0042963,9%,0.09,PT,Vomiting,10047700,Vomiting,S01BC03,diclofenac
CID100003032,C0042963,common,1.0,PT,Vomiting,10047700,Vomiting,D11AX18,diclofenac
CID100003032,C0042963,common,1.0,PT,Vomiting,10047700,Vomiting,M01AB05,diclofenac
CID100003032,C0042963,common,1.0,PT,Vomiting,10047700,Vomiting,M02AA15,diclofenac
CID100003032,C0042963,common,1.0,PT,Vomiting,10047700,Vomiting,S01BC03,diclofenac
CID100003032,C0042963,1%,0.01,PT,Vomiting,10047700,Vomiting,D11AX18,diclofenac
CID100003032,C0042963,1%,0.01,PT,Vomiting,10047700,Vomiting,M01AB05,diclofenac
CID100003032,C0042963,1%,0.01,PT,Vomiting,10047700,Vomiting,M02AA15,diclofenac
CID100003032,C0042963,1%,0.01,PT,Vomiting,10047700,Vomiting,S01BC03,diclofenac
CID100003032,C0042963,12%,0.12,PT,Vomiting,10047700,Vomiting,D11AX18,diclofenac
CID100003032,C0042963,12%,0.12,PT,Vomiting,10047700,Vomiting,M01AB05,diclofenac
CID100003032,C0042963,12%,0.12,PT,Vomiting,10047700,Vomiting,M02AA15,diclofenac
CID100003032,C0042963,12%,0.12,PT,Vomiting,10047700,Vomiting,S01BC03,diclofenac
CID100003032,C0042963,7.95%,0.0795107,PT,Vomiting,10047700,Vomiting,D11AX18,diclofenac
CID100003032,C0042963,7.95%,0.0795107,PT,Vomiting,10047700,Vomiting,M01AB05,diclofenac
CID100003032,C0042963,7.95%,0.0795107,PT,Vomiting,10047700,Vomiting,M02AA15,diclofenac
CID100003032,C0042963,7.95%,0.0795107,PT,Vomiting,10047700,Vomiting,S01BC03,diclofenac
CID100003032,C0086543,postmarketing,0.001,PT,Cataract,10007739,Cataract,D11AX18,diclofenac
CID100003032,C0086543,postmarketing,0.001,PT,Cataract,10007739,Cataract,M01AB05,diclofenac
CID100003032,C0086543,postmarketing,0.001,PT,Cataract,10007739,Cataract,M02AA15,diclofenac
CID100003032,C0086543,postmarketing,0.001,PT,Cataract,10007739,Cataract,S01BC03,diclofenac
CID100003043,C0030305,2%,0.02,PT,Pancreatitis,10033645,Pancreatitis,J05AF02,didanosine
CID100003043,C0030305,3%,0.03,PT,Pancreatitis,10033645,Pancreatitis,J05AF02,didanosine
CID100003043,C0030305,6%,0.06,PT,Pancreatitis,10033645,Pancreatitis,J05AF02,didanosine
CID100003043,C0030305,7%,0.07,PT,Pancreatitis,10033645,Pancreatitis,J05AF02,didanosine
CID100003043,C0030305,postmarketing,0.001,PT,Pancreatitis,10033645,Pancreatitis,J05AF02,didanosine
CID100003066,C0035357,postmarketing,0.001,PT,Retroperitoneal fibrosis,10038979,Retroperitoneal fibrosis,N02CA01,dihydroergotamine
CID100003066,C0038454,postmarketing,0.001,PT,Cerebrovascular accident,10008190,Cerebrovascular accident,N02CA01,dihydroergotamine
CID100003066,C0085616,postmarketing,0.001,PT,Vasospasm,10047163,Vasospasm,N02CA01,dihydroergotamine
CID100003066,C0231528,infrequent,0.01,PT,Myalgia,10028411,Myalgia,N02CA01,dihydroergotamine
CID100003075,C0020649,0.952%,0.00952381,PT,Hypotension,10021097,Hypotension,C08DB01,diltiazem
CID100003075,C0020649,0.952%,0.00952381,PT,Hypotension,10005734,Blood pressure decreased,C08DB01,diltiazem
CID100003075,C0020649,0.474%,0.00473934,PT,Hypotension,10021097,Hypotension,C08DB01,diltiazem
CID100003075,C0020649,0.474%,0.00473934,PT,Hypotension,10005734,Blood pressure decreased,C08DB01,diltiazem
CID100003075,C0039231,1%,0.01,PT,Tachycardia,10043071,Tachycardia,C08DB01,diltiazem
CID100003075,C0039231,1%,0.01,PT,Tachycardia,10019303,Heart rate increased,C08DB01,diltiazem
CID100003075,C0039231,2%,0.02,PT,Tachycardia,10043071,Tachycardia,C08DB01,diltiazem
CID100003075,C0039231,2%,0.02,PT,Tachycardia,10019303,Heart rate increased,C08DB01,diltiazem
CID100003075,C0428977,1.44%,0.0143885,PT,Bradycardia,10006093,Bradycardia,C08DB01,diltiazem
CID100003075,C0428977,1.44%,0.0143885,PT,Bradycardia,10019301,Heart rate decreased,C08DB01,diltiazem
CID100003075,C0428977,1.5%,0.015,PT,Bradycardia,10006093,Bradycardia,C08DB01,diltiazem
CID100003075,C0428977,1.5%,0.015,PT,Bradycardia,10019301,Heart rate decreased,C08DB01,diltiazem
CID100003075,C0428977,1.6%,0.016,PT,Bradycardia,10006093,Bradycardia,C08DB01,diltiazem
CID100003075,C0428977,1.6%,0.016,PT,Bradycardia,10019301,Heart rate decreased,C08DB01,diltiazem
CID100003075,C0428977,1.7%,0.017,PT,Bradycardia,10006093,Bradycardia,C08DB01,diltiazem
CID100003075,C0428977,1.7%,0.017,PT,Bradycardia,10019301,Heart rate decreased,C08DB01,diltiazem
CID100003075,C0428977,3.3%,0.033,PT,Bradycardia,10006093,Bradycardia,C08DB01,diltiazem
CID100003075,C0428977,3.3%,0.033,PT,Bradycardia,10019301,Heart rate decreased,C08DB01,diltiazem
CID100003075,C0428977,3.6%,0.036,PT,Bradycardia,10006093,Bradycardia,C08DB01,diltiazem
CID100003075,C0428977,3.6%,0.036,PT,Bradycardia,10019301,Heart rate decreased,C08DB01,diltiazem
CID100003075,C0428977,6.03%,0.0603175,PT,Bradycardia,10006093,Bradycardia,C08DB01,diltiazem
CID100003075,C0428977,6.03%,0.0603175,PT,Bradycardia,10019301,Heart rate decreased,C08DB01,diltiazem
CID100003075,C0428977,postmarketing,0.001,PT,Bradycardia,10006093,Bradycardia,C08DB01,diltiazem
CID100003075,C0428977,postmarketing,0.001,PT,Bradycardia,10019301,Heart rate decreased,C08DB01,diltiazem
CID100003075,C0428977,0%,0.0,PT,Bradycardia,10006093,Bradycardia,C08DB01,diltiazem
CID100003075,C0428977,0%,0.0,PT,Bradycardia,10019301,Heart rate decreased,C08DB01,diltiazem
CID100003075,C0428977,1.3%,0.013,PT,Bradycardia,10006093,Bradycardia,C08DB01,diltiazem
CID100003075,C0428977,1.3%,0.013,PT,Bradycardia,10019301,Heart rate decreased,C08DB01,diltiazem
CID100003075,C0428977,1.42%,0.014218,PT,Bradycardia,10006093,Bradycardia,C08DB01,diltiazem
CID100003075,C0428977,1.42%,0.014218,PT,Bradycardia,10019301,Heart rate decreased,C08DB01,diltiazem
CID100003121,C0018681,2.7%,0.027,PT,Headache,10019211,Headache,N03AG01,valproate
CID100003121,C0018681,21%,0.21,PT,Headache,10019211,Headache,N03AG01,valproate
CID100003121,C0018681,22%,0.22,PT,Headache,10019211,Headache,N03AG01,valproate
CID100003121,C0018681,24%,0.24,PT,Headache,10019211,Headache,N03AG01,valproate
CID100003121,C0018681,31%,0.31,PT,Headache,10019211,Headache,N03AG01,valproate
CID100003121,C0018681,39%,0.39,PT,Headache,10019211,Headache,N03AG01,valproate
CID100003121,C0018681,4.3%,0.043,PT,Headache,10019211,Headache,N03AG01,valproate
CID100003121,C0018681,21.3%,0.213,PT,Headache,10019211,Headache,N03AG01,valproate
CID100003121,C0018681,30.9%,0.309,PT,Headache,10019211,Headache,N03AG01,valproate
CID100003121,C0018681,32%,0.32,PT,Headache,10019211,Headache,N03AG01,valproate
CID100003121,C0020039,postmarketing,0.001,PT,Hostility,10020400,Hostility,N03AG01,valproate
CID100003121,C0040034,1%,0.01,PT,Thrombocytopenia,10043554,Thrombocytopenia,N03AG01,valproate
CID100003121,C0040034,24%,0.24,PT,Thrombocytopenia,10043554,Thrombocytopenia,N03AG01,valproate
CID100003121,C0042029,postmarketing,0.001,PT,Urinary tract infection,10046571,Urinary tract infection,N03AG01,valproate
CID100003121,C2830004,1%,0.01,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,1.7%,0.017,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,1.9%,0.019,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
CID100003121,C2830004,10.7%,0.107,PT,Somnolence,10041349,Somnolence,N03AG01,valproate
